0,43.6,45.4,47.3,49.1,51,52.9,54.7
1,47.8,49.8,51.7,53.7,55.6,57.6,59.5
2,51,53,55,57.1,59.1,61.1,63.2
3,53.5,55.6,57.7,59.8,61.9,64,66.1
4,55.6,57.8,59.9,62.1,64.3,66.4,68.6
5,57.4,59.6,61.8,64,66.2,68.5,70.7
6,58.9,61.2,63.5,65.7,68,70.3,72.5
7,60.3,62.7,65,67.3,69.6,71.9,74.2
8,61.7,64,66.4,68.7,71.1,73.5,75.8
9,62.9,65.3,67.7,70.1,72.6,75,77.4
10,64.1,66.5,69,71.5,73.9,76.4,78.9
11,65.2,67.7,70.3,72.8,75.3,77.8,80.3
12,66.3,68.9,71.4,74,76.6,79.2,81.7
13,67.3,70,72.6,75.2,77.8,80.5,83.1
14,68.3,71,73.7,76.4,79.1,81.7,84.4
15,69.3,72,74.8,77.5,80.2,83,85.7
16,70.2,73,75.8,78.6,81.4,84.2,87
17,71.1,74,76.8,79.7,82.5,85.4,88.2
18,72,74.9,77.8,80.7,83.6,86.5,89.4
19,72.8,75.8,78.8,81.7,84.7,87.6,90.6
20,73.7,76.7,79.7,82.7,85.7,88.7,91.7
21,74.5,77.5,80.6,83.7,86.7,89.8,92.9
22,75.2,78.4,81.5,84.6,87.7,90.8,94
23,76,79.2,82.3,85.5,88.7,91.9,95
24,76.7,80,83.2,86.4,89.6,92.9,96.1
