65,5.6,6.1,6.6,7.2,7.9,8.7,9.7
65.5,5.7,6.2,6.7,7.4,8.1,8.9,9.8
66,5.8,6.3,6.8,7.5,8.2,9,10
66.5,5.8,6.4,6.9,7.6,8.3,9.1,10.1
67,5.9,6.4,7,7.7,8.4,9.3,10.2
67.5,6,6.5,7.1,7.8,8.5,9.4,10.4
68,6.1,6.6,7.2,7.9,8.7,9.5,10.5
68.5,6.2,6.7,7.3,8,8.8,9.7,10.7
69,6.3,6.8,7.4,8.1,8.9,9.8,10.8
69.5,6,6.9,7.5,8.2,9,9.9,10.9
70,6.4,7,7.6,8.3,9.1,10,11.1
70.5,6.5,7.1,7.7,8.4,9.2,10.1,11.2
71,6.6,7.1,7.8,8.5,9.3,10.3,11.3
71.5,6.7,7.2,7.9,8.6,9.4,10.4,11.5
72,6.7,7.3,8,8.7,9.5,10.5,11.6
72.5,6.8,7.4,8.1,8.8,9.7,10.6,11.7
73,6.9,7.5,8.1,8.9,9.8,10.7,11.8
73.5,7,7.6,8.2,9,9.9,10.8,12
74,7,7.6,8.3,9.1,10,11,12.1
74.5,7.1,7.7,8.4,9.2,10.1,11.1,12.2
75,7.2,7.8,8.5,9.3,10.2,11.2,12.3
75.5,7.2,7.9,8.6,9.4,10.3,11.3,12.5
76,7.3,8,8.7,9.5,10.4,11.4,12.6
76.5,7.4,8,8.7,9.6,10.5,11.5,12.7
77,7.5,8.1,8.8,9.6,10.6,11.6,12.8
77.5,7.5,8.2,8.9,9.7,10.7,11.7,12.9
78,7.6,8.3,9,9.8,10.8,11.8,13.1
78.5,7.7,8.4,9.1,9.9,10.9,12,13.2
79,7.8,8.4,9.2,10,11,12.1,13.3
79.5,7.8,8.5,9.3,10.1,11.1,12.2,13.4
80,7.9,8.6,9.4,10.2,11.2,12.3,13.6
80.5,8,8.7,9.5,10.3,11.3,12.4,13.7
81,8.1,8.8,9.6,10.4,11.4,12.6,13.9
81.5,8.2,8.9,9.7,10.6,11.6,12.7,14
82,8.3,9,9.8,10.7,11.7,12.8,14.1
82.5,8.4,9.1,9.9,10.8,11.8,13,14.3
83,8.5,9.2,10,10.9,11.9,13.1,14.5
83.5,8.5,9.3,10.1,11,12.1,13.3,14.6
84,8.6,9.4,10.2,11.1,12.2,13.4,14.8
84.5,8.7,9.5,10.3,11.3,12.3,13.5,14.9
85,8.8,9.6,10.4,11.4,12.5,13.7,15.1
85.5,8.9,9.7,10.6,11.5,12.6,13.8,15.3
86,9,9.8,10.7,11.6,12.7,14,15.4
86.5,9.1,9.9,10.8,11.8,12.9,14.2,15.6
87,9.2,10,10.9,11.9,13,14.3,15.8
87.5,9.3,10.1,11,12,13.2,14.5,15.9
88,9.4,10.2,11.1,12.1,13.3,14.6,16.1
88.5,9.5,10.3,11.2,12.3,13.4,14.8,16.3
89,9.6,10.4,11.4,12.4,13.6,14.9,16.4
89.5,9.7,10.5,11.5,12.5,13.7,15.1,16.6
